step,phase,obs,action_raw,action_clipped,action_scaled
70,0.546875,"[-0.29028466 -0.95694035 -0.03376102  0.09746742 -0.0147253  -0.00989008
 -1.0619303   0.07319126]",[-1.1472604  -0.04036797],[-1.1472604  -0.04036797],[-0.2868151  -0.01009199]
71,0.5546875,"[-0.33688986 -0.94154406 -0.03719425  0.0951786  -0.01999998 -0.01428576
 -1.1472604  -0.04036797]",[-1.1260965  -0.15716994],[-1.1260965  -0.15716994],[-0.28152412 -0.03929248]
72,0.5625,"[-0.38268343 -0.9238795  -0.04367924  0.09212589 -0.04417581 -0.01824179
 -1.1260965  -0.15716994]",[-0.94744843 -0.26546386],[-0.94744843 -0.26546386],[-0.23686211 -0.06636596]
73,0.5703125,"[-0.42755508 -0.9039893  -0.05016422  0.08792973 -0.03802195 -0.0274725
 -0.94744843 -0.26546386]",[-0.77171034 -0.23834538],[-0.77171034 -0.23834538],[-0.19292758 -0.05958635]
74,0.578125,"[-0.47139674 -0.8819213  -0.06046391  0.08297062 -0.05296707 -0.02043953
 -0.77171034 -0.23834538]",[-0.5390993  0.0650605],[-0.5390993  0.0650605],[-0.13477482  0.01626512]
75,0.5859375,"[-0.51410276 -0.8577286  -0.07228947  0.07877445 -0.06263733 -0.02395601
 -0.5390993   0.0650605 ]",[-0.76443493  0.08781479],[-0.76443493  0.08781479],[-0.19110873  0.0219537 ]
76,0.59375,"[-0.55557024 -0.8314696  -0.0844965   0.07305241 -0.06571426 -0.03010988
 -0.76443493  0.08781479]",[-1.0205984   0.15704916],[-1.0205984   0.15704916],[-0.2551496   0.03926229]
77,0.6015625,"[-0.5956993  -0.8032075  -0.09784889  0.0680933  -0.06131868 -0.01999998
 -1.0205984   0.15704916]",[-1.1728756   0.22738782],[-1.1728756   0.22738782],[-0.2932189   0.05684695]
78,0.609375,"[-0.6343933  -0.77301043 -0.10967445  0.06351566 -0.0578022  -0.02791204
 -1.1728756   0.22738782]",[-1.2818111  0.285461 ],[-1.2818111  0.285461 ],[-0.32045278  0.07136525]
79,0.6171875,"[-0.671559   -0.7409511  -0.12035561  0.05817509 -0.04417581 -0.02087908
 -1.2818111   0.285461  ]",[-1.4052993   0.33889213],[-1.4052993   0.33889213],[-0.35132483  0.08472303]
